id,code,name,note,user_type_id:id,reconcile,chart_template_id:id
account_template_ans_122219082,122219082,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122219099,122219099,(-) Provisão para Desvalorização de Títulos de Renda Fixa - Privados,,,,l10n_br_coa_ans_chart_template
account_template_ans_122229011,122229011,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122229012,122229012,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122229021,122229021,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122229022,122229022,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122229081,122229081,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122229082,122229082,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122229099,122229099,(-) Provisão para Desvalorização de Títulos de Renda Fixa - Públicos,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239011,122239011,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239012,122239012,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239021,122239021,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239022,122239022,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239031,122239031,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239032,122239032,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239041,122239041,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239042,122239042,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239081,122239081,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239082,122239082,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122239099,122239099,(-) Provisão para Desvalorização de Títulos de Renda Variável,,,,l10n_br_coa_ans_chart_template
account_template_ans_122289081,122289081,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_122289082,122289082,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_122289099,122289099,(-) Provisão para Desvalorização de Outras Aplicações,,,,l10n_br_coa_ans_chart_template
account_template_ans_123111011,123111011,Individual,,,,l10n_br_coa_ans_chart_template
account_template_ans_123111012,123111012,Coletivo sem Administradora de Benefícios como Estipulante,,,,l10n_br_coa_ans_chart_template
account_template_ans_123111013,123111013,Coletivo com Administradora de Benefícios  como Estipulante,,,,l10n_br_coa_ans_chart_template
account_template_ans_123111091,123111091,Individual,,,,l10n_br_coa_ans_chart_template
account_template_ans_123111092,123111092,Coletivo sem Administradora de Benefícios como Estipulante,,,,l10n_br_coa_ans_chart_template
account_template_ans_123111093,123111093,Coletivo com Administradora de Benefícios como Estipulante,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112012,123112012,Coletivo sem Administradora de Benefícios como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112013,123112013,Coletivo com Administradora de Benefícios  como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112015,123112015,Taxa de Administração com Plano de Assitencia Medico Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112022,123112022,Coletivo sem Administradora de Benefícios como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112023,123112023,Coletivo com Administradora de Benefícios  como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112025,123112025,Taxa de Administração com Plano de Assitencia Medico Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112092,123112092,Coletivo sem Administradora de Benefícios como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112093,123112093,Coletivo com Administradora de Benefícios  como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123112095,123112095,Taxa de Administração com Plano de Assitencia Medico Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_123121011,123121011,Individual,,,,l10n_br_coa_ans_chart_template
account_template_ans_123121012,123121012,Coletivo sem Administradora de Benefícios como Estipulante,,,,l10n_br_coa_ans_chart_template
account_template_ans_123121013,123121013,Coletivo com Administradora de Benefícios  como Estipulante,,,,l10n_br_coa_ans_chart_template
account_template_ans_123121091,123121091,Individual,,,,l10n_br_coa_ans_chart_template
account_template_ans_123121092,123121092,Coletivo sem Administradora de Benefícios como Estipulante,,,,l10n_br_coa_ans_chart_template
account_template_ans_123121093,123121093,Coletivo com Administradora de Benefícios  como Estipulante,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122012,123122012,Coletivo sem Administradora de Benefícios como Estipulante – Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122013,123122013,Coletivo com Administradora de Benefícios como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122015,123122015,Taxa de Administração com Plano de Assitencia Odontológica,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122022,123122022,Coletivo sem Administradora de Benefícios como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122023,123122023,Coletivo com Administradora de Benefícios como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122025,123122025,Taxa de Administração com Plano de Assitencia Odontológica,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122092,123122092,Coletivo sem Administradora de Benefícios como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122093,123122093,Coletivo com Administradora de Benefícios como Estipulante - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123122095,123122095,Taxa de Administração com Plano de Assitencia Odontológica,,,,l10n_br_coa_ans_chart_template
account_template_ans_123219011,123219011,Contratos Estipulados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123219012,123219012,Contratos Não Estipulados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123219019,123219019,(-)Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123219021,123219021,Contratos Estipulados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123219022,123219022,Contratos Não Estipulados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123219029,123219029,(-)Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123229011,123229011,Contratos Estipulados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123229012,123229012,Contratos Não Estipulados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123229019,123229019,(-)Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123229021,123229021,Contratos Estipulados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123229022,123229022,Contratos Não Estipulados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123229029,123229029,(-)Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123311011,123311011,Participação dos Beneficiários em Eventos/Sinistros Indenizados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123311019,123311019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123311021,123311021,Participação dos Beneficiários em Eventos/Sinistros Indenizados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123312011,123312011,Participação dos Beneficiários em Eventos/Sinistros Indenizados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123312019,123312019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123312021,123312021,Participação dos Beneficiários em Eventos/Sinistros Indenizados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123321011,123321011,Participação dos Beneficiários em Eventos/Sinistros Indenizados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123321019,123321019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123321021,123321021,Participação dos Beneficiários em Eventos/Sinistros Indenizados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123322011,123322011,Participação dos Beneficiários em Eventos/Sinistros Indenizados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123322019,123322019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123322021,123322021,Participação dos Beneficiários em Eventos/Sinistros Indenizados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411011,123411011,Contraprestação Corresponsabilidade Assumida,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411021,123411021,Prêmios,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411022,123411022,Sinistros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411023,123411023,Comercialização,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411028,123411028,Outros Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411031,123411031,Prêmios,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411032,123411032,Sinistros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411033,123411033,Comercialização,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411038,123411038,Outros Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411081,123411081,Outros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123411091,123411091,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412011,123412011,Contraprestação Corresponsabilidade Assumida - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412012,123412012,Taxa de Administração,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412021,123412021,Prêmios,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412022,123412022,Sinistros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412023,123412023,Comercialização,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412028,123412028,Outros Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412031,123412031,Prêmios,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412032,123412032,Sinistros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412033,123412033,Comercialização,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412038,123412038,Outros Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412081,123412081,Outros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123412091,123412091,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421011,123421011,Contraprestação Corresponsabilidade Assumida,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421021,123421021,Prêmios,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421022,123421022,Sinistros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421023,123421023,Comercialização,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421028,123421028,Outros Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421031,123421031,Prêmios,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421032,123421032,Sinistros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421033,123421033,Comercialização,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421038,123421038,Outros Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421081,123421081,Outros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123421091,123421091,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422011,123422011,Contraprestação Corresponsabilidade Assumida - Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422012,123422012,Taxa de Administração,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422021,123422021,Prêmios,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422022,123422022,Sinistros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422023,123422023,Comercialização,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422028,123422028,Outros Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422031,123422031,Prêmios,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422032,123422032,Sinistros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422033,123422033,Comercialização,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422038,123422038,Outros Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422081,123422081,Outros,,,,l10n_br_coa_ans_chart_template
account_template_ans_123422091,123422091,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911011,123911011,Reembolso de Sinistros pendentes de liquidação,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911012,123911012,Reembolso de Sinistros liquidados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911019,123911019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911021,123911021,Reembolso de Sinistros pendentes de liquidação,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911022,123911022,Reembolso de Sinistros liquidados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911029,123911029,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911082,123911082,Créditos em Programas ou Fundos para Custeio de Despesas de Assistência Médico-Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911088,123911088,Outros Créditos de Operações de Assistência Médico-Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_123911089,123911089,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123912082,123912082,Créditos em Programas ou Fundos para Custeio de Despesas de Assistência Médico-Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_123912088,123912088,Outros Créditos de Operações de Assistência Médico-Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_123912089,123912089,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921011,123921011,Reembolso de Sinistros pendentes de liquidação,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921012,123921012,Reembolso de Sinistros liquidados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921019,123921019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921021,123921021,Reembolso de Sinistros pendentes de liquidação,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921022,123921022,Reembolso de Sinistros liquidados,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921029,123921029,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921082,123921082,Créditos em Programas ou Fundos para Custeio de Despesas de Assistência Odontológica,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921088,123921088,Outros Créditos de Operações de Assistência Odontológica,,,,l10n_br_coa_ans_chart_template
account_template_ans_123921089,123921089,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_123922082,123922082,Créditos em Programas ou Fundos para Custeio de Despesas de Assistência Odontológica,,,,l10n_br_coa_ans_chart_template
account_template_ans_123922088,123922088,Outros Créditos de Operações de Assistência Odontológica,,,,l10n_br_coa_ans_chart_template
account_template_ans_123922089,123922089,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_124119011,124119011,Contas a Receber,,,,l10n_br_coa_ans_chart_template
account_template_ans_124119019,124119019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_124119021,124119021,Taxa de Administração,,,,l10n_br_coa_ans_chart_template
account_template_ans_124119022,124119022,Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_124119029,124119029,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_124119082,124119082,Créditos com Administração de Programas ou Fundos de Custeio de Despesas Médico-Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_124119088,124119088,Outros Créditos Operacionais de Prestação de Serviço Médico-Hospitalar,,,,l10n_br_coa_ans_chart_template
account_template_ans_124119089,124119089,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_124129011,124129011,Contas a Receber,,,,l10n_br_coa_ans_chart_template
account_template_ans_124129019,124129019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_124129021,124129021,Taxa de Administração,,,,l10n_br_coa_ans_chart_template
account_template_ans_124129022,124129022,Reembolso,,,,l10n_br_coa_ans_chart_template
account_template_ans_124129029,124129029,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_124129082,124129082,Créditos com Administração de Programas ou Fundos de Custeio de Despesas Odontológica,,,,l10n_br_coa_ans_chart_template
account_template_ans_124129088,124129088,Outros Créditos Operacionais de Prestação de Serviço Odontológico,,,,l10n_br_coa_ans_chart_template
account_template_ans_124129089,124129089,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_125119011,125119011,Comissões/Agenciamentos Diferidos - Contraprestações Pecuniárias,,,,l10n_br_coa_ans_chart_template
account_template_ans_125119021,125119021,Comissão/Agenciamentos de Seguros,,,,l10n_br_coa_ans_chart_template
account_template_ans_125119022,125119022,Comissão/Agenciamentos de Cosseguro Aceito,,,,l10n_br_coa_ans_chart_template
account_template_ans_125129011,125129011,Comissões/Agenciamentos Diferidos - Contraprestações Pecuniárias,,,,l10n_br_coa_ans_chart_template
account_template_ans_125129021,125129021,Comissão/Agenciamentos de Seguros,,,,l10n_br_coa_ans_chart_template
account_template_ans_125129022,125129022,Comissão/Agenciamentos de Cosseguro Aceito,,,,l10n_br_coa_ans_chart_template
account_template_ans_125219011,125219011,Prêmio de Resseguro Diferido,,,,l10n_br_coa_ans_chart_template
account_template_ans_125229011,125229011,Prêmio de Resseguro Diferido,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119011,126119011,Imposto de Renda Retido na Fonte - IRRF,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119012,126119012,Imposto de Renda a Compensar/Restituir,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119013,126119013,Antecipações de Imposto de Renda,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119021,126119021,Contribuição Social Retida na Fonte,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119022,126119022,Contribuição Social a Compensar/Restituir,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119023,126119023,Antecipações da Contribuição Social,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119031,126119031,Crédito de Previdência Social,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119041,126119041,Créditos de PIS e COFINS,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119051,126119051,Imposto Sobre Serviços - ISS,,,,l10n_br_coa_ans_chart_template
account_template_ans_126119088,126119088,Outros Créditos Tributários e Previdenciários,,,,l10n_br_coa_ans_chart_template
account_template_ans_127119011,127119011,Estoques,,,,l10n_br_coa_ans_chart_template
account_template_ans_127119012,127119012,Almoxarifado,,,,l10n_br_coa_ans_chart_template
account_template_ans_127219011,127219011,Imóveis a Venda,,,,l10n_br_coa_ans_chart_template
account_template_ans_127219012,127219012,Outros Bens a Venda,,,,l10n_br_coa_ans_chart_template
account_template_ans_127319011,127319011,Dependências no País,,,,l10n_br_coa_ans_chart_template
account_template_ans_127419011,127419011,Adiantamentos a Funcionários,,,,l10n_br_coa_ans_chart_template
account_template_ans_127419012,127419012,Adiantamentos a Prestadores de Serviços Assistenciais,,,,l10n_br_coa_ans_chart_template
account_template_ans_127419013,127419013,Adiantamentos a Fornecedores,,,,l10n_br_coa_ans_chart_template
account_template_ans_127419018,127419018,Outros Adiantamentos,,,,l10n_br_coa_ans_chart_template
account_template_ans_127419019,127419019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_127619011,127619011,Empréstimos,,,,l10n_br_coa_ans_chart_template
account_template_ans_127619012,127619012,Depósitos,,,,l10n_br_coa_ans_chart_template
account_template_ans_127619019,127619019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_127719011,127719011,Notas Promissórias,,,,l10n_br_coa_ans_chart_template
account_template_ans_127719012,127719012,Cheques e Ordens a Receber,,,,l10n_br_coa_ans_chart_template
account_template_ans_127719018,127719018,Outros Títulos a Receber,,,,l10n_br_coa_ans_chart_template
account_template_ans_127719019,127719019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_127729011,127729011,Direitos Resultantes da Venda de Carteira de Beneficiários de Planos de Saúde,,,,l10n_br_coa_ans_chart_template
account_template_ans_127729019,127729019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_127739011,127739011,Créditos a Receber de Outras Atividades Operacionais,,,,l10n_br_coa_ans_chart_template
account_template_ans_127739012,127739012,Faturas a Receber de Prestação de Serviços,,,,l10n_br_coa_ans_chart_template
account_template_ans_127819011,127819011,Aluguéis a Receber,,,,l10n_br_coa_ans_chart_template
account_template_ans_127819012,127819012,Participação em Lucros a Receber,,,,l10n_br_coa_ans_chart_template
account_template_ans_127819013,127819013,Dividendos e Juros sobre Capital Próprio a Receber,,,,l10n_br_coa_ans_chart_template
account_template_ans_127819014,127819014,Direitos Resultantes da Venda de Imóveis,,,,l10n_br_coa_ans_chart_template
account_template_ans_127819018,127819018,Outros Créditos ou Bens a Receber,,,,l10n_br_coa_ans_chart_template
account_template_ans_127819019,127819019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_128119011,128119011,Despesas Administrativas,,,,l10n_br_coa_ans_chart_template
account_template_ans_128219011,128219011,Despesas Patrimoniais,,,,l10n_br_coa_ans_chart_template
account_template_ans_128319011,128319011,Despesas Operacionais Antecipadas,,,,l10n_br_coa_ans_chart_template
account_template_ans_128919011,128919011,Outras Despesas Antecipadas,,,,l10n_br_coa_ans_chart_template
account_template_ans_129119011,129119011,Créditos a receber de Cooperados,,,,l10n_br_coa_ans_chart_template
account_template_ans_129119019,129119019,(-) Provisão para Perdas Sobre Créditos,,,,l10n_br_coa_ans_chart_template
account_template_ans_131119011,131119011,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131119012,131119012,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131119021,131119021,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131119022,131119022,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131119081,131119081,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131119082,131119082,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131119099,131119099,(-) Provisão para Desvalorização de Títulos de Renda Fixa - Privados,,,,l10n_br_coa_ans_chart_template
account_template_ans_131129011,131129011,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131129012,131129012,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131129021,131129021,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131129022,131129022,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131129081,131129081,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131129082,131129082,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131129099,131129099,(-) Provisão para Desvalorização de Títulos de Renda Fixa - Públicos,,,,l10n_br_coa_ans_chart_template
account_template_ans_131139011,131139011,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131139012,131139012,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131139021,131139021,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131139022,131139022,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131139081,131139081,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131139082,131139082,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
account_template_ans_131139099,131139099,(-) Provisão para Desvalorização de Títulos de Renda Variável,,,,l10n_br_coa_ans_chart_template
account_template_ans_131189081,131189081,Valor Original,,,,l10n_br_coa_ans_chart_template
account_template_ans_131189082,131189082,Ajuste ao Valor de Mercado,,,,l10n_br_coa_ans_chart_template
